"Обнаружение лесного пожара, дата","Обнаружение лесного пожара, время","Географические координаты места обнаружения пожара, наименование","Географические координаты места обнаружения пожара, азимут, гра-дусы","Широта (градусы, минуты, секунды)","Долгота (градусы, минуты, секунды)","Скорость ветра в районе пожара, в момент обнару-жения, м/с","Площадь пожара, га (в момент обна­ ружения)","Площадь пожара, га (всего)","Площадь пожара, га (лесная)","Площадь пожара, га (покрытая лесной раститель- ностью)",Причина
17.05.2018,18:00:00,д Павловка,113,54.82694444444444,74.70861111111111,8.0,0.7,2.7,2.7,2.7,с иных категорий
19.05.2018,17:00:00,рп Черлак,57,54.163333333333334,74.81833333333333,8.0,0.2,0.4,0.4,0.4,мн
01.06.2018,19:10:00,д Волчино,107,54.79388888888889,74.98472222222222,18.0,2.4,11.3,11.3,11.3,с иных категорий
16.05.2019,14:50:00,д Кирсановка,182,56.066944444444445,74.39305555555555,5.0,2.2,2.2,2.2,2.2,мн
16.05.2019,11:35:00,д Мешково,130,56.4,74.69388888888889,5.0,4.3,4.3,4.3,4.3,мн
07.05.2019,12:40:00,д Осихино,279,56.121944444444445,74.42805555555556,4.0,14.5,14.5,14.5,14.5,с иных категорий
08.05.2019,12:10:00,рп Большеречье,307,56.113055555555555,74.60888888888888,5.0,4.7,4.7,4.7,4.7,мн
08.05.2019,14:05:00,с Старокарасук,166,55.80305555555555,74.08611111111111,5.0,6.7,6.7,6.7,6.7,мн
08.05.2019,12:20:00,с Курносово,333,56.18194444444445,74.26805555555555,5.0,4,4,4,4,мн
09.05.2019,13:45:00,д Ботвино,339,56.285,74.555,3.0,8.2,8.2,8.2,8.2,мн
09.05.2019,09:00:00,д Михайловка,170,56.365,74.53694444444444,3.0,20,20,20,20,мн
10.05.2019,14:00:00,с Красный Яр,334,56.17111111111111,74.60305555555556,4.0,4.9,4.9,4.9,4.9,мн
07.10.2019,08:00:00,с Старокарасук,91,55.81805555555555,74.13694444444444,4.0,13.2,13.2,13.2,13.2,мн
05.05.2019,12:00:00,д Уки,229,56.983333333333334,72.60555555555555,4.0,0.8,1,1,1,мн
07.05.2019,14:30:00,д Решетино,54,56.93888888888889,72.47611111111111,3.0,6,12,12,12,с иных категорий
07.05.2019,10:00:00,д Чугунлы,82,56.9,72.225,3.0,5,8,8,8,с иных категорий
08.05.2019,10:00:00,д Уки,68,57.00194444444445,72.68,4.0,7.5,10,10,10,с иных категорий
08.05.2019,12:00:00,с Большие Уки,282,56.95305555555556,72.52833333333334,4.0,15,18,18,18,с иных категорий
10.05.2019,08:30:00,с Чернецовка,38,56.58111111111111,72.57694444444445,6.0,7,14.9,14.9,14.9,с иных категорий
10.05.2019,12:35:00,с Большие Уки,97,56.93888888888889,72.71305555555556,7.0,3,10.5,10.5,10.5,с иных категорий
14.05.2019,09:20:00,д Верхние Уки,151,56.72388888888889,72.78611111111111,4.0,15,129,24,24,с иных категорий
15.05.2019,11:00:00,с Белогривка,3,56.704166666666666,72.83361111111111,6.0,10,15,15,15,с иных категорий
21.08.2019,17:34:00,с Аев,180,56.90222222222222,72.62333333333333,4.0,0.3,0.4,0.4,0.39,мн
11.10.2019,13:45:00,с Фирстово,147,56.99305555555556,72.93694444444445,2.0,15,22,22,22,с иных категорий
24.04.2019,11:00:00,рп Полтавка,137,54.34305555555556,71.84277777777778,9.0,16,22.9,22.9,2.5,с иных категорий
04.05.2019,10:20:00,с Красное Знамя,278,55.092777777777776,72.01694444444445,12.0,10.9,23.7,23.7,23.7,с иных категорий
08.05.2019,14:40:00,п Майский,119,55.09861111111111,71.80361111111111,4.0,8.6,19.9,19.9,19.9,с иных категорий
17.05.2019,15:15:00,с Орловка,238,55.18388888888889,75.12,12.0,3,7.5,7.5,7.5,с иных категорий
17.05.2019,20:30:00,д Лаврино,91,55.384166666666665,74.75055555555555,12.0,0.2,0.3,0.3,0.3,с иных категорий
29.04.2019,20:30:00,д Новый Ревель,46,55.150555555555556,75.19444444444444,22.0,16,21.6,21.6,21.6,с иных категорий
04.05.2019,16:30:00,д Измайловка,220,55.24777777777778,74.85222222222222,12.0,2,2.6,2.6,2.6,с иных категорий
25.05.2019,10:00:00,д Кибер-Спасское,83,55.21194444444444,74.64166666666667,18.0,2,4.7,4.7,4.7,мн
07.05.2019,11:30:00,д Докучаевка,324,55.18944444444445,74.88638888888889,2.0,1.7,2.6,2.6,2.6,с иных категорий
08.05.2019,20:00:00,с Старомалиновка,334,55.8625,74.56861111111111,2.0,0.4,1,1,1,с иных категорий
28.05.2019,21:00:00,д Рязанка,163,55.51166666666666,75.23944444444444,6.0,2,5.2,5.2,5.2,с иных категорий
10.05.2019,08:30:00,с Старомалиновка,128,55.840555555555554,74.60583333333334,3.0,2,3,3,3,с иных категорий
10.05.2019,17:00:00,д Бещаул,17,55.820277777777775,74.50527777777778,5.0,2.5,7.5,7.5,7.5,с иных категорий
12.05.2019,18:00:00,с Ситниково,216,55.61,74.72361111111111,10.0,1,2,2,2,с иных категорий
15.05.2019,19:30:00,д Кабурлы,186,55.33222222222222,74.61972222222222,5.0,1.5,3.2,3.2,3.2,с иных категорий
29.07.2019,15:30:00,д Измайловка,56,55.27861111111111,74.9413888888889,14.0,0.1,0.2,0.2,0.2,с иных категорий
31.07.2019,16:40:00,д Медвежья Грива,197,55.24666666666667,75.20805555555556,3.0,1.5,4,4,4,с иных категорий
20.09.2019,10:00:00,д Большое Озеро,264,55.25361111111111,73.99833333333333,17.0,1.5,2.1,2.1,2.1,с иных категорий
20.09.2019,08:30:00,д Воскресенка,4,55.11,74.6288888888889,17.0,0.15,0.2,0.2,0.2,мн
23.09.2019,10:00:00,д Ермак,235,55.18,74.37527777777778,9.0,9,19.7,19.7,19.7,с иных категорий
10.10.2019,15:30:00,д Новомалиновка,69,55.82805555555556,74.66166666666666,6.0,0.8,1.5,1.5,1.5,с иных категорий
10.10.2019,20:00:00,д Придорожное,76,55.41388888888889,74.86972222222222,9.0,0.5,0.9,0.9,0.9,с иных категорий
11.10.2019,08:30:00,с Красная Поляна,63,55.3025,74.29777777777778,10.0,3,10.3,10.3,10.3,с иных категорий
22.09.2019,10:00:00,г Калачинск,165,54.99305555555556,74.60805555555555,13.0,0.2,0.3,0.3,0.3,с иных категорий
22.09.2019,13:00:00,д Петровка,330,55.111111111111114,74.72805555555556,17.0,4,11.4,11.4,11.4,с иных категорий
22.09.2019,17:00:00,с Спасское,263,55.210277777777776,74.03527777777778,18.0,8.5,23,23,23,с иных категорий
22.09.2019,17:00:00,д Львовка,69,55.04972222222222,75.12805555555556,18.0,3,8,8,8,с иных категорий
18.09.2019,17:45:00,г Калачинск,114,55.03472222222222,74.64527777777778,3.0,0.4,0.7,0.7,0.7,с иных категорий
03.10.2019,12:45:00,ст Валерино,213,55.056666666666665,74.78694444444444,5.0,0.3,1,1,1,с иных категорий
06.10.2019,15:00:00,с Новотроицк,233,55.771388888888886,75.0338888888889,3.0,0.3,0.4,0.4,0.4,с иных категорий
07.10.2019,15:00:00,д Николаевка,117,55.79527777777778,74.88555555555556,2.0,0.4,0.9,0.9,0.9,с иных категорий
23.04.2019,12:35:00,рп Крутинка,203,55.96111111111111,71.4888888888889,5.0,2.9,2.9,2.9,2.9,с иных категорий
06.05.2019,09:00:00,д Салтаим,24,56.01111111111111,71.755,2.0,13.6,24.1,24.1,24.1,с иных категорий
07.05.2019,13:00:00,рп Крутинка,211,55.93611111111111,71.44888888888889,2.0,12.1,24.6,24.6,24.6,с иных категорий
07.05.2019,12:00:00,с Оглухино,333,55.915,71.74694444444444,2.0,14.7,24.7,24.7,24.7,с иных категорий
08.05.2019,09:00:00,с Паново,143,56.32333333333333,71.00361111111111,2.0,10.3,20.6,20.6,20.6,мн
08.05.2019,14:00:00,с Паново,99,56.34888888888889,70.99305555555556,4.0,11.4,21.3,21.3,5,мн
09.05.2019,14:00:00,с Китерма,12,56.11805555555556,71.63805555555555,4.0,3,14.2,14.2,14.2,с иных категорий
11.05.2019,13:00:00,д Новопокровка,165,55.985,71.26,4.0,40,86.8,86.8,86.8,мн
13.05.2019,08:00:00,д Калугино,265,56.05277777777778,71.83166666666666,3.0,8.2,24.5,24.5,24.5,мн
13.05.2019,09:30:00,д Калугино,290,56.096944444444446,71.81777777777778,3.0,8,23.8,23.8,23.8,мн
11.10.2019,09:00:00,д Верхний Яман,355,56.02027777777778,71.17944444444444,2.0,10.2,23.6,23.6,23.6,мн
17.05.2019,14:30:00,с Казанка,346,55.63472222222222,73.20333333333333,5.0,5,21.1,21.1,21.1,с иных категорий
04.05.2019,15:00:00,рп Красный Яр,278,55.24305555555556,72.87194444444444,7.0,12,12,12,12,с иных категорий
07.05.2019,13:00:00,д Малая Степнинка,225,55.0325,72.6825,1.0,5,8,8,8,с иных категорий
07.05.2019,14:00:00,п Камышловский,253,55.10472222222222,73.46833333333333,2.0,0.5,1.5,1.5,1.5,с иных категорий
07.05.2019,14:00:00,д Владимировка,306,55.46194444444444,72.285,2.0,6,14.7,14.7,14.7,с иных категорий
08.05.2019,14:30:00,п Пролетарский,185,55.16111111111111,72.34305555555555,,5,8.5,8.5,8.5,с иных категорий
09.05.2019,08:00:00,д Капустино,344,55.44611111111111,72.36694444444444,5.0,6,18,18,18,с иных категорий
09.05.2019,13:00:00,д Шандровка,288,55.216944444444444,72.4088888888889,4.0,4,16,16,16,с иных категорий
10.05.2019,09:00:00,п Пролетарский,288,55.23388888888889,72.39611111111111,7.0,3,12.8,6.8,6.8,с иных категорий
11.05.2019,16:00:00,д Шандровка,357,55.221944444444446,72.45305555555555,,5,13.7,13.7,13.7,с иных категорий
12.10.2019,15:30:00,д Лески,88,55.44611111111111,72.02888888888889,4.0,1.9,3.4,3.4,3.4,с иных категорий
09.10.2019,15:30:00,с Боголюбовка,63,55.318888888888885,72.695,,3,18.7,18.7,18.7,с иных категорий
05.05.2019,16:30:00,д Гузенево,127,56.42888888888889,76.09694444444445,5.0,3,6,6,6,с иных категорий
06.05.2019,12:30:00,д Павловка,177,56.75888888888889,75.155,4.0,4,10,10,10,с иных категорий
07.05.2019,16:10:00,д Михайловка,110,56.90416666666667,75.41666666666667,3.0,2,6.2,6.2,6.2,граница
09.05.2019,00:30:00,д Кольцовка,97,56.31305555555556,76.0411111111111,6.0,8,24.3,24.3,20,с иных категорий
09.05.2019,12:30:00,д Михайловка,168,56.51,75.94611111111111,6.0,4,22.2,22.2,22.2,с иных категорий
10.05.2019,11:00:00,д Михайловка,72,56.941944444444445,75.0,7.0,5,20.4,20.4,20.4,с иных категорий
10.05.2019,16:00:00,д Кольцовка,81,56.56305555555556,75.89,7.0,4.5,15,15,15,с иных категорий
12.05.2019,15:15:00,с Поречье,349,56.98916666666667,74.99138888888889,12.0,4,17,17,17,с иных категорий
12.05.2019,13:00:00,рп Муромцево,296,56.378055555555555,75.20111111111112,12.0,1.5,3,3,3,с иных категорий
16.05.2019,15:30:00,г Называевск,308,55.58444444444444,71.31444444444445,5.0,0.4,1.5,1.5,1.5,с иных категорий
04.05.2019,14:00:00,д Фомиха,308,55.50388888888889,71.44194444444445,7.0,5.1,9.7,9.7,9.7,с иных категорий
24.05.2019,14:00:00,с Жирновка,73,55.403888888888886,71.43388888888889,19.0,1,5.5,5.5,5.5,с иных категорий
05.05.2019,07:00:00,с Утичье,105,55.30694444444445,71.7311111111111,2.0,9,19.5,19.5,19.5,с иных категорий
05.05.2019,14:00:00,с Черемновка,262,55.41388888888889,71.72055555555555,2.0,3,8,8,8,с иных категорий
07.05.2019,14:00:00,д Нововоскресенка,169,55.45305555555556,71.33805555555556,5.0,5,11,11,11,с иных категорий
07.05.2019,14:00:00,д Кабаново,145,55.293055555555554,70.92,5.0,8.1,23.1,23.1,23.1,с иных категорий
08.05.2019,13:00:00,д Нахимовка,66,55.333888888888886,71.34,4.0,8.1,21.5,21.5,21.5,с иных категорий
10.05.2019,13:30:00,д Майка,351,55.94305555555555,71.30111111111111,7.0,13,20,20,20,с иных категорий
12.05.2019,15:00:00,д Большая Сафониха,143,55.73388888888889,71.33694444444444,5.0,3,13,13,13,с иных категорий
15.04.2019,16:00:00,п Иртышский,30,54.84361111111111,73.61305555555556,3.0,1.5,6.6,6.6,6.6,с иных категорий
15.04.2019,16:00:00,с Новотроицкое,334,55.29055555555556,73.13833333333334,3.0,3,9.6,9.6,9.6,с иных категорий
16.04.2019,17:00:00,д 18 Партсъезд,225,55.09361111111111,73.61416666666666,5.0,2,19.4,19.4,4.6,с иных категорий
16.04.2019,17:00:00,д Комсомол,15,54.65611111111111,74.04861111111111,5.0,3,11.4,11.4,11.1,с иных категорий
22.04.2019,17:00:00,с Никоновка,25,55.38777777777778,73.58472222222223,4.0,0.2,6.2,6.2,6.2,с иных категорий
23.04.2019,12:00:00,с Покровка,145,55.42472222222222,73.39,5.0,2.5,10.8,10.8,9.6,с иных категорий
23.04.2019,16:30:00,с Богословка,334,54.992777777777775,73.76555555555555,4.0,2,3.5,3.5,3.5,с иных категорий
16.05.2019,14:00:00,д Егорьевка,97,55.1725,73.69027777777778,4.0,0.5,3.4,3.4,3.4,мн
17.05.2019,15:00:00,с Покровка,136,55.42,73.37916666666666,3.0,1,3,3,3,с иных категорий
29.04.2019,00:30:00,д Вперед,70,55.10027777777778,73.81805555555556,20.0,4,22.5,22.5,22.5,с иных категорий
29.04.2019,07:00:00,д Вперед,80,55.10027777777778,73.8325,20.0,3,21.5,21.5,21.5,с иных категорий
29.04.2019,18:00:00,д Подгородка,194,55.13055555555555,73.53972222222222,20.0,2,7.6,7.6,0.5,линейные объекты
29.04.2019,18:00:00,с Покровка,350,55.42861111111111,73.42333333333333,20.0,5,23.2,23.2,20.5,с иных категорий
29.04.2019,14:00:00,с Юрьево,202,55.1,74.15916666666666,20.0,5,6.3,6.3,6.3,с иных категорий
29.04.2019,19:00:00,нп Усть-Заостровское Лесничество,128,54.746944444444445,73.72916666666667,20.0,2.5,2.2,2.2,2.2,линейные объекты
30.04.2019,01:00:00,с Алексеевка,213,55.119166666666665,73.88333333333334,14.0,4,17.8,17.8,11.4,с иных категорий
02.05.2019,15:00:00,с Ачаир,24,54.67888888888889,73.90194444444444,5.0,5,13.8,13.8,13.3,с иных категорий
03.05.2019,14:00:00,д Вперед,26,55.12694444444445,73.795,10.0,4,23.7,23.7,23.7,с иных категорий
03.05.2019,15:00:00,д Девятериковка,93,55.25,73.87805555555556,10.0,1.5,3.6,3.6,3.6,с иных категорий
04.05.2019,13:30:00,д Зеленовка,169,55.125,73.37694444444445,8.0,3,18,18,16.2,с иных категорий
04.05.2019,13:30:00,с Красноярка,69,55.32888888888889,73.12194444444444,8.0,2.2,8.4,8.4,8.4,с иных категорий
24.05.2019,15:00:00,д Байкал,186,55.10388888888889,73.96194444444444,11.0,0.1,0.8,0.8,0.4,мн
05.05.2019,10:00:00,д Круглово,354,55.12083333333333,74.31055555555555,4.0,3,10.2,10.2,10.2,с иных категорий
05.05.2019,15:00:00,д Калиновка,304,55.18944444444445,73.64472222222223,5.0,2,4.1,4.1,4.1,с иных категорий
05.05.2019,16:00:00,с Покровка,252,55.38666666666666,73.47305555555556,4.0,1,4.1,4.1,4.1,с иных категорий
05.05.2019,17:00:00,д Егорьевка,350,55.176944444444445,73.6763888888889,5.0,2.5,4,4,4,с иных категорий
05.05.2019,18:00:00,нп Усть-Заостровское Лесничество,294,54.74944444444444,73.73805555555556,5.0,1,4.3,4.3,4.3,с иных категорий
05.05.2019,19:00:00,д Нижняя Ильинка,276,55.32888888888889,73.28666666666666,5.0,1.5,6.8,6.8,6.8,с иных категорий
06.05.2019,16:00:00,с Покровка,90,55.3775,73.415,3.0,1,3.3,3.3,3.3,с иных категорий
06.05.2019,15:30:00,д Егорьевка,72,55.16,73.70388888888888,3.0,0.5,4.1,4.1,4.1,с иных категорий
06.05.2019,18:00:00,д Нижняя Ильинка,319,55.33722222222222,73.25694444444444,3.0,2,4.7,4.7,3.7,с иных категорий
07.05.2019,15:00:00,д Вперед,26,55.12694444444445,73.795,3.0,0.5,0.9,0.9,0.9,с иных категорий
07.05.2019,15:00:00,с Чернолучье,65,55.27611111111111,73.08111111111111,3.0,5,18.7,18.7,18.7,с иных категорий
07.05.2019,18:00:00,с Покровка,225,55.40111111111111,73.4738888888889,3.0,2,8.2,8.2,8.2,мн
07.05.2019,19:30:00,д 18 Партсъезд,300,55.09972222222222,73.67972222222222,3.0,0.1,0.1,0.1,0.1,с иных категорий
27.05.2019,18:30:00,с Ачаир,269,54.6625,73.92138888888888,5.0,1,2.7,2.7,2.7,с иных категорий
08.05.2019,15:00:00,д 18 Партсъезд,33,55.08111111111111,73.60416666666667,4.0,0.5,7.8,7.8,1.9,с иных категорий
08.05.2019,15:00:00,с Калинино,165,54.836666666666666,73.76222222222222,5.0,3,5,5,5,с иных категорий
09.05.2019,14:00:00,д Комсомол,121,54.650555555555556,74.03333333333333,5.0,5,14.2,14.2,14.2,с иных категорий
